"ชื่อร้าน","ชื่อผลิตภัณฑ์","ราคา","ลิงค์ผลิตภัณฑ์","ลิงค์รูปภาพ","จำนวนคำสั่งชำระเงินใน 30 วันที่ผ่านมา","อัตราการฟื้นตัว 48H ในช่วง 30 วันที่ผ่านมา","อัตราประสิทธิภาพ 48H ในช่วง 30 วันที่ผ่านมา","อัตราการตอบกลับ 3 นาทีในช่วง 30 วันที่ผ่านมา","อัตราการคืนเงินที่มีคุณภาพใน 30 วันที่ผ่านมา","อัตราการโต้แย้งใน 30 วันที่ผ่านมา","การรับรองความแข็งแกร่ง 1688","บริการทั่วไป","อัตราผลตอบแทน","แลกเปลี่ยนประสบการณ์","ประสบการณ์ที่มีคุณภาพ","ความตรงต่อเวลาของโลจิสติกส์","การระงับข้อพิพาท","ที่ปรึกษาการจัดซื้อจัดจ้าง","ลักษณะการลงทะเบียน","ช่วงเข้า","รูปแบบธุรกิจ","ที่ตั้ง","ที่อยู่","ข้อมูลติดต่อ","ระยะขอบ","ที่จัดตั้งขึ้น","พื้นที่องค์กร","จำนวนพนักงาน"
"深圳市森音电子科技有限公司","G01运动磁吸蓝牙耳机入耳颈挂脖式跑步立体声大容量耳机礼品现货","¥6.00","https://detail.1688.com/offer/748034801780.html","https://cbu01.alicdn.com/O1CN01Xysf461PiL7lGLLih_!!2304161874-0-cib.jpg","225","88.04%","85.58%","83.11%","0%","0%","","5.0","54%","3.5","5.0","4.0","5.0","4.0","一人有限责任公司","10年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道荔村社区振兴路39-9号华发大厦411栋3层1号3073","17715000001","10000","2014/08/14","200m²","5 - 10 人"
"东莞市优音乐电子科技有限公司","新品无线直播唱歌监听声卡耳机一体机支持TF卡伴奏带数显直播专用","¥21.85","https://dj.1688.com/ci_bb?a=10101&e=1l5sFZzTS.lGjaTcQBoojG80Hg88Z1MNdFzsZZKSO9d53-szBORA4-0L7kE4U4gEa6y.8nWZ2RvFmwNjsy0smB-9FXibU.W9U1LYClxQO-E4xhtWFnP9tpjsrnlmqHjVncSF-cEaU7ko8za.ovnRnNXYaNKqNa5S97mD2vczFaF0Hw4xme2fbXmvbgFna3Tvn0WicbFD.0hxQKBbH5uoKeUEYFb4z9zkFy1eYT1cAa9pQ8vyFUWNJKYUC3GZWM-BRcpFGHOyyvTWoDDolo5g7mArx7mTN6JrPBXj5eHB4oXodC4Rsfi3HdeCAlZ.fHjCE-VNzYDSFAT3VIOhrpTpFInLRlonNomb4JKKVHu5qpLw4lqtofhgyqRjWmqhsY0tEa7gEM9FK8JdrGoUuC2As95RdwLDpidcsFUgds3FPgWgNKmZbJK4r6YjayN0LMuQdf6Pc1yfQA3V2GjSqjWuUh9KiujYc-PnQsiaZZKD3Wt7.AQW3pToi1n2cUnFTqN4AHWdXUY06QrvyLIW5w91Y3TNRZtMzUNBC.-YLT804o2.59aWPoFj6pdB.hHdl8ua7eH0A.pvBR1SO8bEjGa9OvOw3.H6c9uKE4dYh3Az30Xo9iESpX.7A1KRA4dMuSAIkvdTH40i-Fi2MoqQakhgqk.mBHCg6ieT8DOj0D5Ghe4Vnacay8Fq0vAzo9A-RoXufNgRLvN-Xq1SdQRociBmcm7tRI5dz3EPHq5SzaRaifseGX3e6Y6XodVpodk1Ny6m4lanMo3zELX.AXIi9dVFt1Dcg3T6pnGo4apml5fAx-0vmduvkhq19to8184eYXYjVtkkLMUy6XZgME4hhaRGTMfppVN-WJwZ2b-rPcGpxkWZzkqBsCiQG..kW6Nm9ajz2w8WoN2-Dj2LQMaPt..W3rbWhh3tNlraQFjE8wItvDEJb0Mbiiu82ssug-lh0R8CTWG6xa6SYEgvg3oZwkQJwPQEpRbJDvddQ6jgoHqkOKL4aJg9X2CNIaFzmH4olpL8pKku1aL-fcMv20B6OA.o3-ql.DobkjZntGYWWqqIJkYzAiIhdurovlcnH7VsLGb0oXOYfiiWkvwU2aHyHIBFLt3m37VDLj2EeNIsYk4P0EWf3OibdPgFYuX3Jf3gSGTv.61bKunpza2hc5h-KJaS.DQoa0Tz.maXxppDRHDaDmJIs2PzqCiImOzs53X00lfmNVGQe-2tzY4QKF2-BaSm8um-cp6juIJwz8YJS65XUdbd5t-1Qy49hPynh-ARI7UpsbOgIpuccK9JAkV2dpHFYVZqT5ba4BIdWG1PP8wF8UQaO2GzWBYKsozBKC2VDUJDhMAbU3Ir1NYaoVbIW2QOJLI-vp8PBpLL9PwBLj7Bm7vgMyENLRwxNw__&v=4&ap=4&rp=4&idx=18","https://cbu01.alicdn.com/img/ibank/O1CN01vhlcrm1uTSLJBCIlL_!!3217076038-0-cib.jpg","327","99.2%","97.97%","84.87%","2.14%","0%","实力工厂","4.0","67%","2.5","2.0","4.0","5.0","3.0","一人有限责任公司","7年","生产厂家","广东 东莞市 东莞市","中国广东东莞塘厦镇四村光裕路24号19栋301室","13148708843","16000","2017/01/09","1600m²","51 - 100 人"
"东莞市鸿福电子有限公司","k58蓝牙耳机无线 挂脖运动超长续航磁吸","¥5.10","https://detail.1688.com/offer/717574947523.html","https://cbu01.alicdn.com/O1CN01tPJJvK1q6Jk9U0Tdq_!!2209065525446-0-cib.jpg","186","98.35%","88.76%","96.1%","0%","0%","","5.0","57%","4.0","3.0","4.0","5.0","3.0","一人有限责任公司","4年","经销批发","广东 东莞市 东莞市","中国广东东莞凤岗镇龙平西路136号2号楼205室","18312000591","10000","2020/09/02","","5 - 10 人"
"东莞市大朗滔华数码产品店","蓝牙有线耳机挂脖式超长待机高清音质对耳磁吸运动礼品款蓝牙耳机","¥12.99","https://detail.1688.com/offer/749397063703.html","https://cbu01.alicdn.com/O1CN01pm3TDX23pHlKMKoLb_!!2211543447304-0-cib.jpg","180","89.35%","89.35%","97.86%","1.11%","0%","","5.0","48%","4.0","5.0","4.0","5.0","5.0","个体经营","3年","经销批发","广东 东莞市 东莞市","中国广东东莞大朗镇校椅围六路40号201房","18676413668","10000","2021/04/25","","5 - 10 人"
"惠州市比利牛斯科技有限公司","蓝牙无线耳机 挂脖运动双耳入耳颈挂式超长待机续航厂家批发","¥10.40","https://detail.1688.com/offer/676473316964.html","https://cbu01.alicdn.com/O1CN01ghnAmR1X9Xok0ISQ0_!!2335042881-0-cib.jpg","8155","98.35%","97.92%","97.5%","0.12%","0.02%","","5.0","59%","3.5","4.0","4.0","5.0","4.0","有限责任公司(自然人投资或控股)","7年","生产厂家","广东 博罗县 博罗县","中国广东惠州博罗县石湾镇明月一路639号西侧金泰产业园3楼","13242417877","15990","2014/10/27","1600m²","101 - 200 人"
"深圳市恒嘉特科技有限公司","运动无线蓝牙耳机双耳立体声音乐颈挂式挂脖入耳式长待机跑步K58","¥5.40","https://detail.1688.com/offer/692507583321.html","https://cbu01.alicdn.com/O1CN01k9biMS266o2VQHIUV_!!1700097613-0-cib.jpg","50","97.92%","97.92%","76.24%","0%","0%","","5.0","49%","5.0","5.0","3.0","5.0","4.0","有限责任公司","11年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道福强社区华发北路5号龙胜手机市场4层CD座4C63、4C73","13590366908","10000","2013/04/24","1000m²","51 - 100 人"
"深圳维森莫科技有限公司","新款运动无线蓝牙耳机入耳式挂脖式跑步立体声大容量耳机礼品现货","¥6.00","https://detail.1688.com/offer/692387256696.html","https://cbu01.alicdn.com/O1CN01AGsxWM27HAcMrG6Om_!!2212532567771-0-cib.jpg","5274","99.15%","99.15%","97.4%","0.25%","0%","供应商","5.0","55%","3.0","4.0","4.0","4.0","4.0","有限责任公司","3年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙华区龙华街道清湖社区雪岗北路416号硅谷动力A13栋301-A1","17722414435","15995","2019/09/19","1000m²","51 - 100 人"
"东莞市优音乐电子科技有限公司","2.4G传输半入耳直播监听耳机大电量长续航带数显蓝牙耳机不入耳","¥22.80","https://dj.1688.com/ci_bb?a=10101&e=g079gYn0wzlGjaTcQBoojG80Hg88Z1MNdFzsZZKSO9d53-szBORA4-0L7kE4U4gEa6y.8nWZ2RvFmwNjsy0smB-9FXibU.W9H77.qyOkIowZ63sZZ1fbkpjsrnlmqHjVncSF-cEaU7ko8za.ovnRnCQQcXx4tsUzkXCOnV5HU4l0Hw4xme2fbXmvbgFna3TveZscvZ9lX.lWq0UvxP5cZm.aSokNDYRxFy1eYT1cAa9pQ8vyFUWNJApg4qy-ORi458ioC30pK-3WoDDolo5g7mArx7mTN6JrPBXj5eHB4oXodC4Rsfi3HdeCAlZ.fHjCE-VNzYDSFAT3VIOhrpTpFInLRlonNomb4JKKVHu5qpLw4lqtofhgyqRjWmqhsY0tEa7gEM9FK8I-cDh7pVRADpVO02Vcv0a5sFUgds3FPgWgNKmZbJK4r6YjayN0LMuQdf6Pc1yfQA0kEHF8eLbFM-D3FcuQVGCBQsiaZZKD3Wt7.AQW3pToi1n2cUnFTqN4AHWdXUY06QrvyLIW5w91Y3TNRZtMzUNBC.-YLT804o2.59aWPoFj6pdB.hHdl8ua7eH0A.pvBR1SO8bEjGa9OvOw3.H6c9uKE4dYh3Az30Xo9iESpX.7A1KRA4dMuSAIkvdTH40i-Fi2MoqQakhgqk.mBHCg6ieT8DOj0D5Ghe4Vnacay8Fq0vAzo9A-RoXufNgRLvN-Xq1SdQRociBmcm7tRI5dz3EPHq5SzaRaifseGX3e6Y6XodVpodk1Ny6m4lanMo3zELX.AXIi9dVFt1Dcg3T6pnGo4apml5fAx-0vmduvkhq19to8184eYXYjVtkkLMUy6XZgME4hhaRGTMfppVN-WJwZ2b-rPcGpxkWZzkqBsCiQG..kW6Nm9ajz2w8WoN2-Dj2LQMaPt..W3rbWhh3tNlraQFjE8wItvDEJb0Mbiiu82ssug-lh0R8CTWG6xa6SYEgvg3oZwkQJwPQEpRbJDvddQ6jgoHqkOKL4aJg9X2CNIaFzmH4olpL8pKku1aL-fcMv20B6OA.o3-ql.DobkjZntGYWWqqIJkYzAiIhdurovlcnH7VsLGb0oXOYfiiWkvwU2aHyHIBFLt3m37VDLj2EeNIsYk4P0EWf3OibdPgFYuX3Jf3gSGTv.61bKunpza2hc5h-KJaS.DQoa0Tz.maXxppDRHDaDmJIs2PzqCiImOzs53X00lfmNVGQe-2tzY4QKF2-BaSm8um-cp6juIJwz8YJS65XUdbd5t-1Qy49hPynh-ARI7UpsbOgIpuccK9JAkV2dpHFYVZqT5ba4BIdWG1PP8wF8USXi1j0RAWBxriXvjO3iC9zhMAbU3Ir1NYaoVbIW2QOJLI-vp8PBpLL9PwBLj7Bm7vgMyENLRwxNw__&v=4&ap=3&rp=3&idx=12","https://cbu01.alicdn.com/img/ibank/O1CN01WYCEgV1uTSCENHPMR_!!3217076038-0-cib.jpg","327","99.2%","97.97%","84.87%","2.14%","0%","实力工厂","4.0","67%","2.5","2.0","4.0","5.0","3.0","一人有限责任公司","7年","生产厂家","广东 东莞市 东莞市","中国广东东莞塘厦镇四村光裕路24号19栋301室","13148708843","16000","2017/01/09","1600m²","51 - 100 人"
"深圳市音仕顿科技有限公司","BNR蓝牙耳机适用于苹果华为小米新款超长待机运动降噪颈挂式私模","¥4.70","https://detail.1688.com/offer/693141740534.html","https://cbu01.alicdn.com/O1CN01tcLUef2H8943vBGmy_!!2924699105-0-cib.jpg","2123","98.41%","88.96%","94.88%","0.8%","0%","","4.0","62%","2.5","3.0","4.0","4.0","2.5","一人有限责任公司","8年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙岗区龙城街道盛平社区盛龙路14号远洋新天地水岸花园10栋6A-B20","","10000","2016/06/29","1200m²","101 - 200 人"
"深圳市龙岗区至尊皇腾电子厂","运动蓝牙耳机 挂脖双耳防水颈挂式超长待机续航便携防水高清音质","¥6.00","https://detail.1688.com/offer/773202309851.html","https://cbu01.alicdn.com/O1CN01RBJVMl1UIIioGvW4H_!!2200738882494-0-cib.jpg","2045","92.73%","86.89%","97.69%","0.29%","0%","","4.0","55%","3.0","2.0","4.0","4.0","3.5","个体经营","6年","生产厂家","广东 深圳市宝安区 深圳市宝安区","中国广东深圳龙岗区园山街道保安社区旱塘一路10号A栋A206-Q1","13539927295","15921","2015/11/23","12000m²","301 - 500 人"
