"ชื่อร้าน","ชื่อผลิตภัณฑ์","ราคา","ลิงค์ผลิตภัณฑ์","ลิงค์รูปภาพ","จำนวนคำสั่งชำระเงินใน 30 วันที่ผ่านมา","อัตราการฟื้นตัว 48H ในช่วง 30 วันที่ผ่านมา","อัตราประสิทธิภาพ 48H ในช่วง 30 วันที่ผ่านมา","อัตราการตอบกลับ 3 นาทีในช่วง 30 วันที่ผ่านมา","อัตราการคืนเงินที่มีคุณภาพใน 30 วันที่ผ่านมา","อัตราการโต้แย้งใน 30 วันที่ผ่านมา","การรับรองความแข็งแกร่ง 1688","บริการทั่วไป","อัตราผลตอบแทน","แลกเปลี่ยนประสบการณ์","ประสบการณ์ที่มีคุณภาพ","ความตรงต่อเวลาของโลจิสติกส์","การระงับข้อพิพาท","ที่ปรึกษาการจัดซื้อจัดจ้าง","ลักษณะการลงทะเบียน","ช่วงเข้า","รูปแบบธุรกิจ","ที่ตั้ง","ที่อยู่","ข้อมูลติดต่อ","ระยะขอบ","ที่จัดตั้งขึ้น","พื้นที่องค์กร","จำนวนพนักงาน"
"深圳市福田区浩霖图科技商行","JBL W200TWS 真无线蓝牙耳机入耳音乐运动重低音通话游戏耳塞适用","¥48.00","https://detail.1688.com/offer/762968755507.html","https://cbu01.alicdn.com/O1CN01HWeLZa1cwA6UKG4mh_!!2215948553664-0-cib.jpg","479","92.5%","90.93%","48.41%","0.84%","0%","","4.0","75%","2.5","2.0","4.0","5.0","1.0","个体经营","1年","","广东 深圳市 深圳市","中国广东深圳福田区园岭街道红荔社区园岭一街3号园岭新村56栋103","13286661519","3000","2023/03/12","",""
"东莞市捷致模具科技有限公司","适用于oppo enco free2/free2I耳机保护套 蓝牙硅胶透明TPU保护壳","¥2.28","https://dj.1688.com/ci_bb?a=20444&e=zVge0H2tWTA9YAWtBxaPZodFnVqyOEIckWHSu0b0waBQZFFD.6TI7kmHXkx66oPAyamBI3pZJajbouGG8U5mqFK-XkwaakzLr0CDV9a7iVunKYMc8PFlxiw7fQ6mxRvhKtpKGZ4GN7cyo.epK0-T078nyCAueWlQfb3MKQ3y7XtNUbVc0PYBq2UzSNUZ6ASU0NhivU-1a.jJVWBnI-ivkTVUw4K8V9f3KT8TkNbKa3a0-Ht3IVQGOlB2DTFMUgIvp9fUmYmaPfoO8zEEOZEsrJXLrnoHSR6sPD1ngaVEXC80YHuivBzZJmgxlZI0Km908XJiWA2CTZWlbx4VrJ7FyPiF8tdgo8Pr7jQdi-3V5ihGuAhcdI6s1WWgYYVsZdLF9LS6iOfwPJ2-RNNvFMZZvXia3zCIs.rYz.Ef0t7ECNHz7LzpvUp0mRs0D.YoVTbWgRJ1yNHly7PIxnt72JD7p4T7LuUBo2RkvyfIIC55aVDq4DDVSqT7pH9PT2W1mZ2IuagqoCp2ufeGBhveZl228dcV6TtCXD-DQdNak1ip.0VhS0c3Mg6pyvg5tTgT2Z0P1XprX1zJ2NVqIyDWGhDSAlcQw2Luu4xq5xHe1x9QbaGkP1dHu9PQVUWRGdEySStw8H0kCGGrhdDyChP3zXQEg0RyfXG5pTc8mq8Me1SerNIXohLHF54dYMPXtgwNalJIKUCjdqWl0vjD17YMDWpSSMG4g0dCF4OXJoCaenlKh-VUoaVQD3jTDNFETKts40X54yunNQpEDL4fKE5D8QYvPUul8wGFw7c8AC-JrHtGsR97DJZyjfvkevDovC35UCDbgzBqYgnYjV1yHaTU0utCN7wDP13Udhy4J8-TXsLX69cgmfzDc1Mu8-BFV5zKmN9vSa8Q-.6boXFaiHxJtDI3qPUtp1V2yA0Yq3p8UaqFtF9RXbSa6FSEtIP2vJvCdC91kemmkRfKCNLJFOWhghwC5XoxPIwSCdiOffFlAroG-lpTohhpo-JBFk01wYWoB1aiokpKDXyWJk5mWLc4oUXVz52Sw97TKU5DjjDV.AGR3t2FwHxBte9.59VBLj7KLeXSeUWXzN4QAE2qXvA4eqKquYBObQOQiSr9pz3GBRQb3MgXRdfh4AKSnKiTJvFnSe1eSff-OJgssB0mAXjZatcl7DnhbxxGlhtz7U-ZuIJIc9Y1lFH-jN3Sz5p7qBIJFRCbIDjjiQ8HK3c8tbe47zKpqYZg7TDSdpS4cOC4.W6TBdSqvX5cNLRrCgfU0y8gUvdqF0XX4eACkpzVA7Aagal2DgRHMenA71ErDUMIwtTQNCz3JBUermvC0hsStgNYexgkjZm.TnMptFvzuSpzcgZyUF6pRmvL4G5m8mld-JgnT3gm76t9OLOK4DE4ArwvvQaJtKI6AOlK1jo_&v=4&ap=4&rp=4&idx=18","https://cbu01.alicdn.com/img/ibank/O1CN01PN3PiV23ffEFRBO9N_!!2643977283-0-cib.jpg","12575","72.03%","85.32%","51.92%","0.14%","0%","实力工厂","4.0","72%","2.5","4.0","3.0","5.0","1.5","有限责任公司(自然人投资或控股)","8年","生产厂家","广东 东莞市 东莞市","中国广东东莞凤岗镇竹塘上下围工业路2号6号楼202室","13502884681","16000","2014/12/23","1500m²","11 - 50 人"
"深圳市聚佰鑫科技有限公司","跨境新款Pro6蓝牙耳机入耳运动降噪无线J6 TWS双耳i12 Pro4 PRO5","¥9.90","https://detail.1688.com/offer/769149415656.html","https://cbu01.alicdn.com/O1CN01J1uNAd1sQ8GWg8uzM_!!2216537725760-0-cib.jpg","7","0%","100%","80%","0%","0%","","5.0","33%","4.5","5.0","5.0","5.0","4.0","有限责任公司(自然人投资或控股)","1年","经销批发","广东 深圳市 深圳市","中国广东深圳龙华区民治街道新牛社区港深国际中心B2-39","15815506370","3000","2021/11/30","","11 - 50 人"
"深圳诚博伟业科技有限公司","Pro6无线圆形长续航蓝牙耳机 礼品蓝牙耳机源头厂家运动无线耳机","¥23.00","https://detail.1688.com/offer/654118690644.html","https://cbu01.alicdn.com/O1CN01achZHB1KXHHnXvtYb_!!2099891173-0-cib.jpg","332","88.2%","88.2%","98.29%","0%","0%","","5.0","67%","3.5","5.0","4.0","5.0","5.0","有限责任公司","10年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙华区大浪街道新石社区华宁路52号华宁路星辉科技工业园A栋4层","13510625062","10000","2014/05/14","1000m²","51 - 100 人"
"深圳市龙岗区辉信原电子商行","跨境新款J6真无线蓝牙耳机Pro6耳机TWS触摸降噪半入耳5.0真立体","¥11.00","https://detail.1688.com/offer/651836033411.html","https://cbu01.alicdn.com/O1CN01VW92GY260OXmOlpPN_!!2925897599-0-cib.jpg","174","94.51%","94.51%","47.66%","0%","0%","","4.0","55%","3.5","3.0","4.0","5.0","2.0","个体经营","8年","经销批发","广东 深圳市福田区 深圳市福田区","中国广东深圳龙岗区横岗街道六约社区东城中心花园(三期)1-C#楼918","13480185053","10000","2016/06/06","","51 - 100 人"
"深圳市兴品电科技有限公司","跨境高配PRO6真无线蓝牙耳机Pro4耳机TWS触摸降噪半入耳5.0真立体","¥11.50","https://detail.1688.com/offer/666032929350.html","https://cbu01.alicdn.com/O1CN01C2dtRr1G1tn14LpKf_!!2201408220563-0-cib.jpg","375","99.01%","99.01%","85.47%","0%","0%","","5.0","57%","4.0","5.0","4.0","5.0","4.0","一人有限责任公司","5年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道福强社区华发北路7号龙胜数码广场3层3D999A","15876169222","10000","2019/05/07","2000m²","101 - 200 人"
"深圳市福田区创乐易购电子经营部","新款pro6无线tws蓝牙耳机 立体声运动pro4代pro5代蓝牙耳机礼品批","¥10.50","https://detail.1688.com/offer/749470820044.html","https://cbu01.alicdn.com/O1CN01CgwK5a1atkgvC8dKC_!!2215592613388-0-cib.jpg","321","98.4%","93.42%","93.33%","0.31%","0%","","4.0","53%","3.5","2.0","5.0","5.0","4.0","个体经营","8年","生产厂家","广东 深圳市 深圳市","中国广东深圳福田区华强北街道福强社区华发北路5号龙胜手机市场4层4C86","15057741110","10000","2016/05/15","1500m²","51 - 100 人"
"东莞市保俐丰电子科技有限公司","跨境新款双馈ANC-01主动降噪ENC蓝牙5.3耳机纽扣电池超长续航TWS","¥59.00","https://dj.1688.com/ci_bb?a=20444&e=.YQPfKniiUs9YAWtBxaPZodFnVqyOEIckWHSu0b0waBQZFFD.6TI7kmHXkx66oPAyamBI3pZJaih0hqzClbu.O6lGiocO-SS7Eyn.Rv2GxebB7uJStOVUORRFD4Y8QrQAWuWDcjpSVwv4JS6IByHBICn9l4fSC9aKhUmjEkcH1J914tLXt.UchxPZuekXcSRMRBT6q1KqvVeBXKtbLo8bgKypHp0gPMxTp24G6G2ldeaKL2ZGfSj9syG8FPmdKe8KQh48Ch5JeCKkUd3N9TceAYH1pLa1W6s0x9IUYyjT0Y3AiqTk7PjCVdqMqPkbXO-0xlZIoMvxMIOTgBZM3Q7l61YtwS144ZcT0XbAUKU42v2h.gSK1xXcsCZJb98eUHlHPNlXkHdHjW38yzc9Xr6llD5vLjxv-luKZGHPhQQT8heCkjJwgt-3rRonsqwLq7fSzAPAcVe3td6l7J0AhNWU3Mq7l2ON0H0w8eNwJ4eU6N8P9tm-It0WwA-CLJ3Ckniv98x6sausMRW5H13CEa9A7COjagUpd94QdNak1ip.0VhS0c3Mg6pyvg5tTgT2Z0P1XprX1zJ2NVqIyDWGhDSAlcQw2Luu4xq5xHe1x9QbaGkP1dHu9PQVUWRGdEySStw8H0kCGGrhdDyChP3zXQEg0RyfXG5pTc8mq8Me1SerNIXohLHF54dYMPXtgwNalJIKUCjdqWl0vjD17YMDWpSSMG4g0dCF4OXJoCaenlKh-VUoaVQD3jTDNFETKts40X54yunNQpEDL4fKE5D8QYvPUul8wGFw7c8AC-JrHtGsR97DJZyjfvkevDovC35UCDbgzBqYgnYjV1yHaTU0utCN7wDP13Udhy4J8-TXsLX69cgmfzDc1Mu8-BFV5zKmN9vSa8Q-.6boXFaiHxJtDI3qPUtp1V2yA0Yq3p8UaqFtF9RXbSa6FSEtIP2vJvCdC91kemmkRfKCNLJFOWhghwC5XoxPIwSCdiOffFlAroG-lpTohhpo-JBFk01wYWoB1aiokpKDXyWJk5mWLc4oUXVz52Sw97TKU5DjjDV.AGR3t2FwHxBte9.59VBLj7KLeXSeUWXzN4QAE2qXvA4eqKquYBObQOQiSr9pz3GBRQb3MgXRdfh4AKSnKiTJvFnSe1eSff-OJgssB0mAXjZatcl7DnhbxxGlhtz7U-ZuIJIc9Y1lFH-jN3Sz5p7qBIJFRCbIDjjiQ8HK3c8tbe47zKpqYZg7TDSdpS4cOC4.W6TBdSqvX5cNLRrCgfU0y8gUvdqF0XX4eACkpzVA7Aagal2DgRHMenA71ErDUMIwtTQNCz3JBUermvC0hsStgNYexgkOTzAHzyJF1aq-6W2snOsGF6pRmvL4G5m8mld-JgnT3gm76t9OLOK4DE4ArwvvQaJtKI6AOlK1jo_&v=4&ap=3&rp=3&idx=12","https://cbu01.alicdn.com/img/ibank/O1CN01hdzWSC1sBTZ7NsD0P_!!2206841905728-0-cib.jpg","1876","95.85%","84.4%","99.47%","1.12%","0%","实力工厂","4.0","57%","3.0","3.0","4.0","4.0","4.0","一人有限责任公司","5年","生产厂家","广东 东莞市 东莞市","中国广东东莞企石镇企桥路140号402室","13662559636","15995","2016/01/20","5000m²","101 - 200 人"
"深圳市乔风电子有限公司","i12马卡龙pro6二代双耳pro4入耳式无线运动耳机跨境三代蓝牙耳机","¥9.20","https://detail.1688.com/offer/726681802591.html","https://cbu01.alicdn.com/O1CN01U6ZX172Gi2SJWvk5u_!!3481529048-0-cib.jpg","842","98.05%","97.55%","15.67%","1.54%","0%","","4.0","61%","2.5","2.0","4.0","5.0","1.5","一人有限责任公司","7年","生产厂家","广东 深圳市宝安区 深圳市宝安区","中国广东深圳坪山区坑梓街道沙田社区秀沙路18-1号2栋新沧海211","15994763909","10000","2017/10/26","500m²","51 - 100 人"
"深圳市福田区兴腾优选电子商行","pro6蓝牙耳机J6蓝牙耳机触摸降噪无线立体pro4运动TWS耳机源头厂","¥10.80","https://detail.1688.com/offer/774843790369.html","https://cbu01.alicdn.com/O1CN01G5XfU51FFLqzNPNnU_!!2215878540457-0-cib.jpg","5","0%","0%","25%","0%","0%","","3.0","0%","5.0","5.0","0.0","4.0","","个体经营","1年","","广东 深圳市 深圳市","中国广东深圳福田区华强北街道福强社区华强北路1026号康乐大厦2层1号2B57","13013540759","2995","2023/09/21","",""
