"ชื่อร้าน","ชื่อผลิตภัณฑ์","ราคา","ลิงค์ผลิตภัณฑ์","ลิงค์รูปภาพ","จำนวนคำสั่งชำระเงินใน 30 วันที่ผ่านมา","อัตราการฟื้นตัว 48H ในช่วง 30 วันที่ผ่านมา","อัตราประสิทธิภาพ 48H ในช่วง 30 วันที่ผ่านมา","อัตราการตอบกลับ 3 นาทีในช่วง 30 วันที่ผ่านมา","อัตราการคืนเงินที่มีคุณภาพใน 30 วันที่ผ่านมา","อัตราการโต้แย้งใน 30 วันที่ผ่านมา","การรับรองความแข็งแกร่ง 1688","บริการทั่วไป","อัตราผลตอบแทน","แลกเปลี่ยนประสบการณ์","ประสบการณ์ที่มีคุณภาพ","ความตรงต่อเวลาของโลจิสติกส์","การระงับข้อพิพาท","ที่ปรึกษาการจัดซื้อจัดจ้าง","ลักษณะการลงทะเบียน","ช่วงเข้า","รูปแบบธุรกิจ","ที่ตั้ง","ที่อยู่","ข้อมูลติดต่อ","ระยะขอบ","ที่จัดตั้งขึ้น","พื้นที่องค์กร","จำนวนพนักงาน"
"深圳市福田区兴腾优选电子商行","无线入耳式电竞游戏TWS蓝牙耳机 X15超长续航高音质跨境通用新款","¥17.00","https://detail.1688.com/offer/741590520150.html","https://cbu01.alicdn.com/O1CN01Rf5sxJ1aymyRNqQKW_!!2504623399-0-cib.jpg","5","0%","0%","25%","0%","0%","","3.0","0%","5.0","5.0","0.0","4.0","","个体经营","1年","","广东 深圳市 深圳市","中国广东深圳福田区华强北街道福强社区华强北路1026号康乐大厦2层1号2B57","13013540759","2995","2023/09/21","",""
"东莞市誉星包装制品有限公司","包装内衬 eva内托 泡沫材料eva 包装eva植绒内衬 环保eva","¥0.17","https://dj.1688.com/ci_bb?a=17029&e=YcZorg-tLRdcj5O9lzAyiMVBtuizcGhqiFeIQt2fgos6LIdNWzGHQtFMtT8y0WArt0TBzdExdiamaGHpn9eV.fNInU9lF3qj9FQBcFTKx1qC73UuOGSTM464qiMPJqf5VsiHTCyPLrVrxI-BbN4mhZUuQNr.9bEnRB8dxa7sqhLc0uIyCofg3i2lyj6KsiG7k-iYIJ4TvFIJPGM5PsHKR5wbxr00ZMboKOv9..pFjNJeYjB-ca1gOfJbZ8dNCPo5Owc5NtjtwYw0Ghrkl97XaV-d3cNkOznitr0i62wm2M3opKvWvGKvD2EZ5bIRH3P24CvWjs0mvnhavjnZZP2Ukh1phvkOnEN3e6c31ENglCxXADrayyUSxj1O3O7PE4NRv4Bhz2eoU4d4lT5SLWmJhJPzyPXxYKFYRwLo50-xFtCnltjTuHnfHPPgBeGH4hSptx4dnbY2zkfQ.rlqK6Lz6eXoBKegVXhX7AZniFLCG7YAPRji-C-e9N2f5JME5jqbk5Xe1GmUGf720abxDbuw3xD3814xSBIaYh3LiTbJm0p4VHQBe.vbH5TKDsvi-p.-24MVnZpQkuAp90iAkXxRCoOvgMj-BTJ9jC1NY7Rrif.gJSmJxf.vrH3pV6zKwmv5TDWy6-4srX7CsIvVuLf6oajRuGPD9AYYd37EAoLKYPD7byjBcIFTeGTSTRCkYuF2dw9-nSJmODjM2nQbzIC38oekuRnDaxl0p4eThy7RhRYb8feUQWSyA8RCl3z0siJl9Ki1UhR2KsYUUDtxoYJMuY8KpqDUBQVBoHXXZ5MbiAydeaHhtfMr2Tg4oWXWomZGpkEuCrCO.hlPcslcxxPAyfZ1xm7xBEHNJq2n6-9YI0yUpBgc3VXxpIt6lOj05JvlB1GUkGrfClnK5UUxGwv3x9En7PyONGb03ApGvm5DwcEyMi-pUj2CiDvaTKBdgm0vedcUikr.SH1m8-.xjlZjCzGv4HDEYPBy0SDO0OJdDYEuwHg9G0LWFOp57DonufWpGxRqiTRsUpQeKNb9guA9IBibjUa3ufYen1q6kybqQCOHwre1OXPd4ef.Urdkyoe72Nj21LDCCWAbFGqJNGxSlGinhrFINJ1WTWLpkOIbWKeEfS0FGREsQbTq8CyRmZzY0H7xQf5mcCZaJ7r0CXxuNhsUaok0bFKUWbo8i50ouYC.PhsBoafrYK2rhPQZ.yHP34UvPDY6te3n.1K3ZMqHu7dGN7PrD5J5S2e0UXPrriOP00OPBg41EKpwn--7w6FZFrP3jMjiPw4ND.WvpjbYjYKbiVdnN2sIPZHretFQ3l-gPbvABcmGFhUytxZMyDUQ64CwMOPgWaXsJfwSZHRahi.LyYoCcN1d22FyyRWKqvLgxvOIj0qhosQdxeJdWJfC&v=4&ap=4&rp=4&idx=18","https://cbu01.alicdn.com/img/ibank/9588648148_111447269.jpg","4","0%","20%","77.6%","0%","0%","","4.0","50%","4.5","5.0","3.0","5.0","3.0","有限责任公司(自然人投资或控股)","6年","生产厂家","广东 东莞市 东莞市","中国广东东莞谢岗镇赵林工业一路2号1号楼102室","13632616897","5000","2018/09/16","5000m²","11 - 50 人"
"深圳市凯达森电子科技有限公司","X15电竞游戏蓝牙耳机新款无线私模低延迟吃鸡TWS游戏蓝牙耳机工厂","¥23.00","https://detail.1688.com/offer/679444801561.html","https://cbu01.alicdn.com/O1CN01DNgn7X2HrU9uv2lUl_!!2214029159204-0-cib.jpg",,"0%","0%","0%","0%","0%","","3.0","0%","3.0","3.0","3.0","4.0","2.0","","2年","","广东 深圳市","","","0","","",""
"深圳市联科汇信科技有限公司","新款Y-01TWS无线数显触控游戏电竞吃鸡手游5.0双耳低延迟蓝牙耳机","¥35.00","https://detail.1688.com/offer/680324547457.html","https://cbu01.alicdn.com/O1CN01jgfJ8y1ND4jMsAF5r_!!2173091535-0-cib.jpg","333","94.57%","91.8%","24.76%","0%","0%","","4.0","65%","1.5","3.0","3.0","5.0","","一人有限责任公司","10年","经销批发","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道福强社区振华路55号士必达、工艺大厦能源5层510","13631693301","10000","2014/06/18","","51 - 100 人"
"深圳市龙岗区创客电子厂","私模新款X15无线双耳TWS电竞游戏吃鸡低延时数显触控5.3蓝牙耳机","¥15.00","https://detail.1688.com/offer/672869195375.html","https://cbu01.alicdn.com/O1CN01Rf5sxJ1aymyRNqQKW_!!2504623399-0-cib.jpg","233","97.18%","91.76%","95.66%","0%","0%","","4.0","57%","3.5","5.0","4.0","5.0","2.5","个体经营","7年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙岗区坪地街道岳湖岗祝博巷12号301房","13650452481","10000","2018/01/02","1500m²","101 - 200 人"
"汕头市潮阳区贵屿则锦电子厂","网络爆款真无线蓝牙耳机X15游戏电竞低延时蓝牙5.3私模双边立体声","¥16.00","https://detail.1688.com/offer/742243658783.html","https://cbu01.alicdn.com/O1CN014OS4Uu1ttH2Z09FxW_!!2216007895959-0-cib.jpg","14","100%","100%","46.81%","0%","0%","","4.0","67%","5.0","5.0","3.0","5.0","","个体经营","1年","","广东 汕头市 汕头市","中国广东汕头潮阳区贵屿镇联堤下洋公路西容和楼之一","15020901371","3000","2023/06/12","",""
"温州市鹿城区焱桐电子商务商行（个体工商户）","2023年新款电竞无线蓝牙耳机游戏专用男女生款真降噪入耳式零延迟","¥15.80","https://detail.1688.com/offer/755817698374.html","https://cbu01.alicdn.com/O1CN01CS2DHz1D4F4QXIDlv_!!2217051650162-0-cib.jpg","1634","96.55%","99.75%","48.56%","0.31%","0%","","5.0","20%","3.0","3.0","4.0","5.0","3.0","个体经营","1年","生产厂家","浙江 温州市 温州市","中国浙江温州鹿城区丰门街道腾飞路128号1号楼368号","17563203995","3000","2023/12/04","2000m²","51 - 100 人"
"义乌岚博旺汽车用品有限公司","夏季爆款汽车遮阳挡车载太阳挡伸缩防晒前挡风玻璃隔热遮阳伞","¥11.02","https://dj.1688.com/ci_bb?a=17029&e=aFW6S-JaGS1cj5O9lzAyiMVBtuizcGhqiFeIQt2fgos6LIdNWzGHQtFMtT8y0WArt0TBzdExdib-qrdrmCQs0LtNnBlNDvChXYno7esEO1FZx23lN.sA6iPnY4xJTyLCE-u99D6nPJFvQShlT8-GUxWdP4EQrWDbrP2n4uuoZH-fhtUDeAj4X1R5LsmJOFj8bX7pEV-l3vGSK07HvWKBNjsuT1890ObPXr2IGG4.Mo8i0pzlZkv6jlCzaoADAhK2JZ4IHgc0JKHsqf2Oo66-fhGAf2Uhe6fyUhohJtSh5pNp3VLoXA.vR9lwNqFE5ZmXgmxa8AHyYcHGVEBDHvf7qkMGjc9jexruWVA8s9HhTz9zRz74ZBWEZb.-Tnx9fPyVezXol69o2jUi1I6BT99ZxhrOl5TgxMuY2pa7tTiK-lOnTt0AWimPV8ml6Do7A4YoxqzFNdposJVSl99iq5hsWYIzEIxGSWFtKaJXrzlrB9UCWOSdxW2tKwHTj5xq9SkfEU0xMwNpPNCrxcBhWiQM2CkZ2QM.v1orfAbNtT2xiwpotPP5WfJ-4g16qvgkzsSRWhGRwTi4Hynn8l-3e0hiHSQ-u16PFsrMZT3Rpr0VPdebSbWz7fPT5edkeboxZHjuc3tkywT29La7sNayKccNImZ30ioaRibbOwi019IlvspceXOAQDsv-DlEMkF2KLuokAkFP7vm7B.PquCPYl7RsZWMpXUFckT8z6rgj2Je0bFNWxpcWP3ONugcCl1CN0LZTY65w3JkngvLyARPCB-hjXE.XLRn5Wlo07LwPPyPHqCZYRRSr8t4jA6j6GHlV4wlG.lY5zD0ynFUKfXBRSjMZiywfFSzAa5jLRRnKoi4bDpX6stvJ1FGHf7Ow9q56Gr7Zwnm7ET65ce6-JlmZpR26H2UQgp8afjmicJMbS1h7rCgOPK.VVq9onwbiAOlHI0zFChRSKRo0YLSu.105ulFXoD4B644GIOcbM3vkjC5ZA9VEUCnsWbqKotx6RNqDShX1IFDzKoWo8rdZZDhIE8GPLSu0Ddq7qFIgFJwG-vGZZdthYIJnCwJCOf.Urdkyoe7hovissOq-GDQ.pbCP1gEN8jl.f5eJNNarPjApETIMwvFjNAc2AXmcJ0WgYpb1oqK5.9St2TKh7tlNCpL.oQU-RsUaok0bFKU-HPh5AOJnFO.PhsBoafrYK2rhPQZ.yHPY1R17IgeFyvQfvFB.mZwJlonuvQJfG42GxRqiTRsUpSm9lubIuHuZEre4EncOzCADp7i6DQdwKXCg1VUldXG1uf.Urdkyoe7tXuhvA5kPT17d2kbENNzCCVUcls.5Bt6spQ5k59c8eJmhA0KQO7N53jK3fPpbX.hULNqgAMCErb7IFCJbEYt0bjMDvdYETIZTsBm61mEYtwmeJNMO2y2cRa5mFpMp8lA&v=4&ap=3&rp=3&idx=12","https://cbu01.alicdn.com/img/ibank/O1CN01MdpFrW2F81ej1RP7L_!!2209106708834-0-cib.jpg","6592","96.62%","95.94%","97.36%","0.02%","0.02%","供应商","4.0","59%","3.0","3.0","3.0","5.0","3.5","有限责任公司(自然人投资或控股)","4年","生产厂家","浙江 金华市 金华市","中国浙江金华义乌市廿三里街道金麟花园27栋1单元1604（自主申报）","18042563989","15965","2020/08/04","6000m²","51 - 100 人"
"深圳市辉耐德实业有限公司","X15电竞游戏蓝牙耳机新款真无线零延迟TWS游戏蓝牙耳机跨境","¥12.00","https://detail.1688.com/offer/715330050142.html","https://cbu01.alicdn.com/O1CN01UTlnca1wXhB8TNFxM_!!2204176106318-0-cib.jpg","3075","93.29%","88.64%","75.83%","0.52%","0%","供应商","4.0","51%","4.0","2.0","4.0","4.0","2.5","一人有限责任公司","5年","生产厂家","广东 深圳市 深圳市","中国广东深圳福田区华强北街道福强社区振中路84号爱华科研楼2层2-C1","15811849775","15990","2019/06/30","10000m²","51 - 100 人"
"深圳市龙岗区多多货电子厂","新款私模电竞耳机X15  无线蓝牙数显手游吃鸡游戏双耳tws蓝牙耳机","¥15.50","https://detail.1688.com/offer/671842366894.html","https://cbu01.alicdn.com/O1CN01sny6YJ1GlhJ1UzfzW_!!2206856900663-0-cib.jpg","198","100%","97.18%","92.16%","0%","0%","","4.0","50%","3.0","3.0","4.0","5.0","2.0","个体经营","6年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙岗区坪地街道中心社区祝博巷12号301","18025462340","10000","2018/08/19","1500m²","51 - 100 人"
