"ชื่อร้าน","ชื่อผลิตภัณฑ์","ราคา","ลิงค์ผลิตภัณฑ์","ลิงค์รูปภาพ","จำนวนคำสั่งชำระเงินใน 30 วันที่ผ่านมา","อัตราการฟื้นตัว 48H ในช่วง 30 วันที่ผ่านมา","อัตราประสิทธิภาพ 48H ในช่วง 30 วันที่ผ่านมา","อัตราการตอบกลับ 3 นาทีในช่วง 30 วันที่ผ่านมา","อัตราการคืนเงินที่มีคุณภาพใน 30 วันที่ผ่านมา","อัตราการโต้แย้งใน 30 วันที่ผ่านมา","การรับรองความแข็งแกร่ง 1688","บริการทั่วไป","อัตราผลตอบแทน","แลกเปลี่ยนประสบการณ์","ประสบการณ์ที่มีคุณภาพ","ความตรงต่อเวลาของโลจิสติกส์","การระงับข้อพิพาท","ที่ปรึกษาการจัดซื้อจัดจ้าง","ลักษณะการลงทะเบียน","ช่วงเข้า","รูปแบบธุรกิจ","ที่ตั้ง","ที่อยู่","ข้อมูลติดต่อ","ระยะขอบ","ที่จัดตั้งขึ้น","พื้นที่องค์กร","จำนวนพนักงาน"
"义乌市陵琴电子商务商行","新款蓝牙无线耳机 挂脖运动双耳入耳颈挂式超长待机续航厂家批发","¥6.90","https://detail.1688.com/offer/771900979683.html","https://cbu01.alicdn.com/O1CN01d6QDCO1ENlawcg8hB_!!2216844170340-0-cib.jpg","246","97.87%","96.43%","90.8%","0.41%","0%","","5.0","8%","4.0","5.0","5.0","5.0","4.5","个体经营","1年","经销批发","浙江 金华市 金华市","中国浙江金华义乌市上溪镇百安街236号303室(自主申报)","18924371585","3000","2020/08/04","","11 - 50 人"
"余姚市翼丽体育用品有限公司","计数无绳跳绳 体育中考记数跳绳 成人款两用电子计数跳绳厂家批发","¥11.40","https://dj.1688.com/ci_bb?a=22283&e=Hv8Cnt.7UBk6oP0Tl3mSGmPQbDrPzCmhW52.Ae9sw6COqyHGzx6WpZF9-Z3pQSIVaCNqo2IdSOQPx87vAD2qEwFI9bWUEVa2SkVP7HMht8dKWpyzTY5EeGurtTBc70jEPdR9.FCVvz3Bn1cV2G.R8UeygWLljnFFA4c19ggl9W.qDIJugEJr6GVf4Iu-jO6JCzABvXyzUeetv6OCIuOu-70tRkyaUQ70btzMs.Fb0QVRVtwkh-exy3wvtzCc26BZzVrBZh-ZJOblyDAc94G39akh1JB4b7pbmfjztgwQLa1qHrfM-y48ZsfBotIBN3JiDH44V7Yixzzugfx-x2PGloO.XVNHj3j19JpP-wrzC4jV42eF5EP4uGfON77gUGcEf.46ZKzPpCQyBJt198m.wdmB8nU.7NOuiNHnJ2p8w-J2qMnDqv1.2nQPuogCBwQer72T24ehCEj0Z8x748MjZRFWAJ1RYmFWm9Eu.mgoiEtM5fTOazNA47xLOFXXGjCeSSf-FOD9liIw80CEZpGH.tEfTinT2qE3znz1w2K2rzulPPbbhRbz0R4J6ILJ02MS.Md3oMjqRtewVzYWC-H2WYSRFXvlRey11I3rpeGsr5CovLWQg4yayRrk3et6YJUP97Fo6Cx-SMNcDtW1wX4a...rNbfaMzjDqKBSNJ0zGEJoVL23USWfVGcBWS8fEQ8mFlCATe3PcpAkvHagUVAk5UhdHTPbZuYyE9QbU0xh3Ji1xGmnZ61X6UMD1rJsauAAQr-rvJzgnHKXuQ7WJojAZ0nJQZ.KR.xEuie0rEaEBxXUvZo41qZjqOlPDaDjZ27oRE6P6Jlye8fQRhUPSlunOLD70aPPrtaZ.mLp90ae-X6E.EiucJ6jmYg880SY5hefSA-zRUK2x6WzuO7khDLPY4qzGyO2.i3Ykfg5BmPg1PlECyFoCAUMdlaUzr7MMlR4NQtynyTXUTjRfWn2Ov6HsD63dI7JGVl6gmY0k8mSz7V2oEVgrkrZgqk.wMHpu4Npz2IovafcpuIeEl.7YyABCa8ghHPPId-ELDyxOUq4aPO.M0hKRAQeQZF1H.23H1ya0Suq9KJ6SP9EAqlnYxaxRJ30XIrQPEjREGaJpZNFuywzV7e0S6Paw2oA99drf2UvxQrTQv4juRWXTM8i0ZET5EQCqWdjFrFEW13pTu3nZxX06boCQUWz7udTthqLlIDspE3z00j74B.pCkz7cWSNvwNzKJyEkILgRAKpZ2MWsUQ.7vWhTLV40hBmiaWTRbssyBGelA-9g50IaGVqonuC3sPktSqGGGpFYgiI5EqWuy0mWdRDHWEjl5k8efJkbPAfQUjU-Wt78S5s6aOOZmViEsiCtizR6w1a0UlFjedwo4.T1KYgBETs40CONv3twhNjTuHZ.L.c25wCZr4YdlBREAtIAr3kQAQRSoKdvrSXZHg_&v=4&ap=4&rp=4&idx=18","https://cbu01.alicdn.com/img/ibank/O1CN01rxEiGE1UCniixFWkN_!!2208401632482-0-cib.jpg","810","96.18%","95.72%","97.74%","0%","0%","实力工厂","5.0","62%","3.0","5.0","4.0","5.0","5.0","有限责任公司(自然人投资或控股)","4年","生产厂家","浙江 余姚市 余姚市","中国浙江宁波余姚市阳明街道鱼乐路29号（自主申报）","18158462721","16000","2021/04/19","2000m²","11 - 50 人"
"鸿纳(深圳)电子科技有限公司","颈脖K58入耳式立体声耳塞 无线蓝牙耳机降噪立体声重低音耳麦跨境","¥8.08","https://detail.1688.com/offer/575063149790.html","https://cbu01.alicdn.com/O1CN01LiPm8X1fF3Xc7Dh9j_!!2923923976-0-cib.jpg","40","93.55%","38.46%","79.57%","0%","0%","","4.0","50%","4.5","5.0","2.0","5.0","3.0","一人有限责任公司","7年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳罗湖区南湖街道罗湖桥社区人民南路2069号国际商业大厦北座1205室K178","13510599263","10000","2016/04/11","1200m²","11 - 50 人"
"深圳市森音电子科技有限公司","G01运动磁吸蓝牙耳机入耳颈挂脖式跑步立体声大容量耳机礼品现货","¥6.00","https://detail.1688.com/offer/748034801780.html","https://cbu01.alicdn.com/O1CN01Xysf461PiL7lGLLih_!!2304161874-0-cib.jpg","225","88.04%","85.58%","83.11%","0%","0%","","5.0","54%","3.5","5.0","4.0","5.0","4.0","一人有限责任公司","10年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道荔村社区振兴路39-9号华发大厦411栋3层1号3073","17715000001","10000","2014/08/14","200m²","5 - 10 人"
"东莞市鸿福电子有限公司","k58蓝牙耳机无线 挂脖运动超长续航磁吸","¥5.10","https://detail.1688.com/offer/717574947523.html","https://cbu01.alicdn.com/O1CN01tPJJvK1q6Jk9U0Tdq_!!2209065525446-0-cib.jpg","186","98.35%","88.76%","96.1%","0%","0%","","5.0","57%","4.0","3.0","4.0","5.0","3.0","一人有限责任公司","4年","经销批发","广东 东莞市 东莞市","中国广东东莞凤岗镇龙平西路136号2号楼205室","18312000591","10000","2020/09/02","","5 - 10 人"
"惠州市比利牛斯科技有限公司","蓝牙无线耳机 挂脖运动双耳入耳颈挂式超长待机续航厂家批发","¥10.40","https://detail.1688.com/offer/676473316964.html","https://cbu01.alicdn.com/O1CN01ghnAmR1X9Xok0ISQ0_!!2335042881-0-cib.jpg","8155","98.35%","97.92%","97.5%","0.12%","0.02%","","5.0","59%","3.5","4.0","4.0","5.0","4.0","有限责任公司(自然人投资或控股)","7年","生产厂家","广东 博罗县 博罗县","中国广东惠州博罗县石湾镇明月一路639号西侧金泰产业园3楼","13242417877","15990","2014/10/27","1600m²","101 - 200 人"
"深圳市恒嘉特科技有限公司","运动无线蓝牙耳机双耳立体声音乐颈挂式挂脖入耳式长待机跑步K58","¥5.40","https://detail.1688.com/offer/692507583321.html","https://cbu01.alicdn.com/O1CN01k9biMS266o2VQHIUV_!!1700097613-0-cib.jpg","50","97.92%","97.92%","76.24%","0%","0%","","5.0","49%","5.0","5.0","3.0","5.0","4.0","有限责任公司","11年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道福强社区华发北路5号龙胜手机市场4层CD座4C63、4C73","13590366908","10000","2013/04/24","1000m²","51 - 100 人"
"深圳市易稳科技有限公司","36v48V60v72v80v100v120v转12V直流电源转换器DC降压模块变压器","¥18.00","https://dj.1688.com/ci_bb?a=22283&e=VmVTfJeVcNA6oP0Tl3mSGmPQbDrPzCmhW52.Ae9sw6COqyHGzx6WpZF9-Z3pQSIVaCNqo2IdSOSerKoKx6jeDr.2Js.hZJ8FXS.D4VqsT5O8tuxVPM5mXeuMVB58xLxsWNAOsvxiPtFrtbhBF6x.zuPnuG6bzDSBXJj2Hws-ldp2x80iMppUc5RcQdz66ZrWfvxrIh47DokYqQNpkDjfOMGJVYoduBRGd2wmya9qpvELV8tWVcfdmixaG-RyuPzY35OP9x83mT3CKxa-p6GW9CliOBUjtlh8n5VGSt6Hh1ufCEV3-pRCv2VMmC1M14M0MapbbdyBgyKmuhLbk6bkutNxbXbf99M80UpXFZQLTevnA55xX31E9xvW-2VT.P1R55x1Pnb3qbCira0kPL-N.vCygSLdsWHirNbGJoYCKc3DhaxZFoioqXo4KvDxMCJ31.lbYrDvM6V5rxUoux5vvWerJZQSwPMiyWsZ6YwQPd3ci3BNTb5cpALe0w9MfFfZkN14LKMdCo0aMezdozckCZTwJyhw3XxEI-NbQJvNpgSrgkjeqefhlSyFatdwcypF55EJsX8XAkysPBhiPpmjpoefMzgKayzvFCbo2aHOvueE0qztG9U7XtxnmneDRI0FA0Ce-J16bKtmWRBSPlfIG.8UASaC6bv-Y0NzaHFipXyqQ3SDdRXsB0FgyDF.SYqqLVcJP0YGf32yfp-iDAFf5yvNOwIEwhiCuaTtKjndDi1IP1DTmZV0Mm6WebVjljS0iwjydl-hJZM-55UltVkjL1fzOYhBcxgiZqQwigKrvpuBD-5tkhxv6euvoyeSODCp0KgossnzeVd7wFVCEAmOz0-R6tr9MxTfvIel7Qil8wdyxTO3alc4nuMXV461PsRt1MLu6870bx8-XCT.uQ-RMrIyVozGl21QHXTcPp4TUPbBN-3yH4dLaJfoBPHAsPvtQU-4jDKEb6Am5EWNwPxONHgZPI.LL6x9GZVbapTx7Y4freo3P46MfsPwxUfmmwzhg91D4YEov8YQZomlk0W7LABcRs6hA1zUJSM1F-wlUq5l5QZSEY4OL5woAEVya4dkRAKpZ2MWsURXYmH10dNMzRBmiaWTRbss257.DCWJEKCsT1.-6wt2LstHJmpUD9oqJxqFnvByDmlNe-V0A-oxnMaZR-iVkFiNEGaJpZNFuyzhm2BB2uWJfghoZWqie4Lew-S1KoYYakW1MMQXJaEa70QCqWdjFrFExkcLf98bcjf06boCQUWz7udTthqLlIDsviRJ-MACbPr5Fo5phv7XFFHW9zuUq-LcwquaK0PceM4-fIvNP9b-kHaR6qUrxTMEd2wmya9qpvHh6daQ0o9PFxplzeV4h9p8N9wwlbIKuzr7u9lETDn3phCVHKCBH8.PnhPohdQllTo_&v=4&ap=3&rp=3&idx=12","https://cbu01.alicdn.com/img/ibank/20256402322_1411553427.jpg","3","75%","100%","77.71%","0%","0%","","4.0","0%","5.0","5.0","5.0","5.0","2.0","有限责任公司","9年","生产厂家","广东 深圳市光明新区 深圳市光明新区","中国广东深圳光明区公明街道上村社区华发北路27号1007","13510178175","3000","2015/03/26","800m²","11 - 50 人"
"深圳维森莫科技有限公司","新款运动无线蓝牙耳机入耳式挂脖式跑步立体声大容量耳机礼品现货","¥6.00","https://detail.1688.com/offer/692387256696.html","https://cbu01.alicdn.com/O1CN01AGsxWM27HAcMrG6Om_!!2212532567771-0-cib.jpg","5274","99.15%","99.15%","97.4%","0.25%","0%","供应商","5.0","55%","3.0","4.0","4.0","4.0","4.0","有限责任公司","3年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙华区龙华街道清湖社区雪岗北路416号硅谷动力A13栋301-A1","17722414435","15995","2019/09/19","1000m²","51 - 100 人"
"深圳市音仕顿科技有限公司","BNR蓝牙耳机适用于苹果华为小米新款超长待机运动降噪颈挂式私模","¥4.70","https://detail.1688.com/offer/693141740534.html","https://cbu01.alicdn.com/O1CN01tcLUef2H8943vBGmy_!!2924699105-0-cib.jpg","2123","98.41%","88.96%","94.88%","0.8%","0%","","4.0","62%","2.5","3.0","4.0","4.0","2.5","一人有限责任公司","8年","生产厂家","广东 深圳市 深圳市","中国广东深圳龙岗区龙城街道盛平社区盛龙路14号远洋新天地水岸花园10栋6A-B20","","10000","2016/06/29","1200m²","101 - 200 人"
