"ชื่อร้าน","ชื่อผลิตภัณฑ์","ราคา","ลิงค์ผลิตภัณฑ์","ลิงค์รูปภาพ","จำนวนคำสั่งชำระเงินใน 30 วันที่ผ่านมา","อัตราการฟื้นตัว 48H ในช่วง 30 วันที่ผ่านมา","อัตราประสิทธิภาพ 48H ในช่วง 30 วันที่ผ่านมา","อัตราการตอบกลับ 3 นาทีในช่วง 30 วันที่ผ่านมา","อัตราการคืนเงินที่มีคุณภาพใน 30 วันที่ผ่านมา","อัตราการโต้แย้งใน 30 วันที่ผ่านมา","การรับรองความแข็งแกร่ง 1688","บริการทั่วไป","อัตราผลตอบแทน","แลกเปลี่ยนประสบการณ์","ประสบการณ์ที่มีคุณภาพ","ความตรงต่อเวลาของโลจิสติกส์","การระงับข้อพิพาท","ที่ปรึกษาการจัดซื้อจัดจ้าง","ลักษณะการลงทะเบียน","ช่วงเข้า","รูปแบบธุรกิจ","ที่ตั้ง","ที่อยู่","ข้อมูลติดต่อ","ระยะขอบ","ที่จัดตั้งขึ้น","พื้นที่องค์กร","จำนวนพนักงาน"
"深圳市福田区古熙电子贸易商行","适用苹果12鹰眼镜头保护膜 iphone11pro手机后摄像头金属镜头膜","¥0.80","https://detail.1688.com/offer/724851314877.html","https://cbu01.alicdn.com/O1CN010G0Yd31t90pz02axq_!!2200735015858-0-cib.jpg","12","0%","0%","50%","0%","0%","","4.0","22%","4.5","5.0","2.0","5.0","2.0","个体经营","6年","生产厂家","广东 深圳市龙岗区 深圳市龙岗区","中国广东深圳福田区华强北街道荔村社区振兴路120号赛格科技园101栋613","","10000","2018/10/25","500m²","5 - 10 人"
"深圳市鑫尚品皮具有限公司","适用苹果15系列镜头支架真皮保护套简约纯色素皮商务风全包手机壳","¥48.00","https://dj.1688.com/ci_bb?a=12859&e=MlBLk54d6s6nnxLYimDsssYAKtGM.JfBfY1KXO1J0mcNt0HuClfTveghiQXMbJ4m8UtwrsPOvUkaxBlZpyHjikkgUb7WzS7lmN8C9k1hH3oORBlxi1ntbu6nT9Lthivvdvxf69RdJEutQB14Jg2fsg3liznENIb99jKawG5hYOmQyItGkQXxtgQx8.jG.7ncYbRkBRX6HREX5dUr1MZoC4mPmK3.6D6FF.3BY62d3xjMwCPUwmmmT3a7qVSOMB3Wwkj-Lmo95V-QJ89gaLY5IpFKbiNtT6sw3ruB5FQ1NduESq9Wf9U90Lx3fOEnN8dbfuCblFPs.N-1mlUV2WTCuhVQkvtuSlxxe1nZGu01Eahuucjv9iVnNMwkO-YLX21yB9TjVCfR8sH.C3KTetotdmYHLsC7ojXQn5pWt9SWvPebEZmT.CuCjKuUb8wBrkRZ-hrZk1v2hwjihtIIn3HWvcg6gvFwjZRlWD5hBZ2.ELw6Wq7LUmAJXcePdurzuM8Qu4bqJ5wcbeMpIGmeDWnT4VwNhrMfNmDpR6YNc9xsBIyziOvooPmd7MnwS7QfxF5JnBqbqFzGPOKDwBQyELra-9gEmBKPosMmEILpPKgt5S.k5a978YWX9dT1vff52D2dyEcBi9Xx6kKXn5Oja0NadUgq.ZKbO9GTuTZofEIU8YMaKnv3i0SGonyjOubXj7VM8k0KsuDKPFVbLDZ2E87pe.6IbjNCd3LtT0czTr4xktj6bElYPN.56Xc7j.U5249bK1FRk66KN0BmFYUjVW151kKhH7fbtGzYnCmzcS8qCvtCc.SPYleJx58oSv-LUTxAbrVBnCgdMKXGRfSqr1xRrvtZunm5sNHgj6jDW.F0XOWcDpO5lRzf-.UOpRz3kR7O.NL01OKv65L7.kxQHdyFzzgaqnHtg1pTjzOJ9K0412IC.eI.9p58zSiZStSM.VRzc9OlzFJY1CCclmaHNBn2LXCR5mK-FnjlU3K8mrUP7sQdxk.rBs5dt28vqbCG7XqOOCZdhXXro7cdKsDCv4LeEd4v4nc.tNVtXlJ.mml2yuwDQWFEvA0qK-y3G8LVbHBAUHrFv0-GITJoeOOlQ1bLzGtsZIPDSkwHZWEO9gSe3rSMd2ZYq2pLr4Xth.tPaNswcxcxDkiKFaiaQ4lrSLb1eBQPOFsA5luy7oU4ARgU87PeL-J3P7TVbZtJ.3j2htizGvZrJkTDse0hwBkw57rEzhk8aFyDrOel8lG0hnYJ9NuggPqkbpEvsVq72epC6sSqhMBLhf7-LbSnFGBVdpKpN0kbYwQVtsMmn-StqOPqRwkn4VITcigf7kWA5U1rvwD7P1BpOdvAKXiY9Mhgr5oFNewnXdO.HQuh&v=4&ap=4&rp=4&idx=18","https://cbu01.alicdn.com/img/ibank/O1CN01qbSzTb2IZujuZwrqD_!!2132389301-0-cib.jpg","55","100%","100%","82.85%","0%","0%","","5.0","42%","5.0","5.0","5.0","5.0","4.5","有限责任公司","10年","生产厂家","广东 深圳市龙岗区 深圳市龙岗区","中国广东深圳龙岗区平湖街道鹅公岭社区新南大岭2号B栋201","13410673427","16000","2013/11/13","6000m²","101 - 200 人"
"深圳市雅琴电子商务有限公司","适用苹果14镜头膜15ProMax全包11iPhone13手机贴膜12ProMax镜头贴","¥0.45","https://detail.1688.com/offer/726817614354.html","https://cbu01.alicdn.com/O1CN01ZjcD6R206S6ILbyt9_!!2177546800-0-cib.jpg","259","93.53%","93.75%","74.56%","0.39%","0%","","5.0","45%","3.5","5.0","3.0","5.0","4.0","有限责任公司","10年","生产厂家","广东 深圳市宝安区 深圳市宝安区","中国广东深圳宝安区松岗街道松岗社区东风工业区龙背脊3号301","17727824061","15962","2012/04/08","5000m²","201 - 300 人"
"深圳市酷图科技有限公司","适用苹果13镜头膜保护圈iphone12钢化膜全包摄像头镜头金属保护膜","¥1.71","https://detail.1688.com/offer/661269484723.html","https://cbu01.alicdn.com/O1CN01vsjbRZ1lQOw7qR9ro_!!2459044813-0-cib.jpg","194","79.81%","79.91%","46.84%","0.52%","0%","","4.0","48%","5.0","5.0","5.0","5.0","2.0","有限责任公司","6年","生产厂家","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道福强社区华发北路5号龙胜手机市场1层1号CD座1D162","13760253630","10000","2017/12/20","1600m²","11 - 50 人"
"揭阳市榕城区亿达电子元件厂","适用iphone15镜头膜苹果14ProMax鹰眼玻璃保护膜13后摄像头贴膜11","¥0.68","https://detail.1688.com/offer/676259340710.html","https://cbu01.alicdn.com/O1CN01Q0p2pH2IVn6bBbIqq_!!2214108909292-0-cib.jpg","1957","99.45%","86.86%","96.92%","1.23%","0%","","4.0","40%","4.0","0.0","5.0","5.0","4.5","个体经营","2年","生产厂家","广东 揭阳市 揭阳市","中国广东揭阳榕城区梅云街道云光村西河路西侧一排05号（自主申报）","18318429998","10000","2022/05/25","1500m²","5 人以下"
"深圳市龙岗区大海电子贸易商行","适用iPhone14 Pro Max鹰眼镜头膜苹果15 后摄像头金属圈膜一体膜","¥0.76","https://detail.1688.com/offer/680601546334.html","https://cbu01.alicdn.com/O1CN01RNvpHl28RzZcEWWF1_!!2207586477930-0-cib.jpg","1185","53.03%","65.56%","74.37%","0.34%","0%","","4.0","45%","3.5","2.0","2.0","5.0","3.0","个体经营","4年","经销批发","广东 深圳市福田区 深圳市福田区","中国广东深圳龙岗区龙城街道吉祥社区彩云路8号保成泰产业园A栋1号楼403","15811870186","10000","2020/03/01","","5 - 10 人"
"深圳市深睿达科技有限公司","适用 iPhone 15 Pro Max鹰眼镜头膜 苹果15 后摄像头高端金属圈膜","¥4.20","https://detail.1688.com/offer/733438077308.html","https://cbu01.alicdn.com/O1CN01VE8rzn1LzxllxQBgB_!!4061761371-0-cib.jpg","316","68.54%","69.21%","76.19%","0%","0%","","4.0","58%","4.5","3.0","3.0","5.0","3.0","一人有限责任公司","6年","经销批发","广东 深圳市福田区 深圳市福田区","中国广东深圳福田区华强北街道荔村社区振兴路120号赛格科技园106栋915","13760494923","10000","2018/07/24","","11 - 50 人"
"深圳市什心良品数码有限公司","开拓者二合一适用苹果14手机壳撞色iPhone15防摔13promax户外硬壳","¥5.70","https://dj.1688.com/ci_bb?a=12859&e=zlLYgCvsplKnnxLYimDsssYAKtGM.JfBfY1KXO1J0mcNt0HuClfTveghiQXMbJ4m8UtwrsPOvUlCHBoac36bHlXVQmmop1XuBSQ9u3mekUGohwkEKQHa9KVrJexLZZuZjrCT.Ujx6-KLvf9Hsv8Kr2n6.M56INey0spZh.Q.kdOIeI86JciA1xq0fJQ4s38Zcyi.Xviv-6iFBwKQ9pBNGFSa0cHOhIRGX4nx4F.o6dFltBHYuOacArp2xUdQuWHvyfQUEpGAbnvWWQxnPCkfxOMSUOcMGr-jNlGa5k7xquKGmy95LXXSMW1QjLjlil5Je9P89tI6jjyAHE7W1rNUzQHMbJpNnWNzPt6jyGgFBFuruI06M6199Bw0amBbkhjakbFWLr8w9jdq5PfhnHvtERoVWeFq6Ue1VX-YlX7QDXey-66qNCilOfPQ-EFo1FaCYrDumH3.S0jSJHEFZHQgEvGbe7Tn2X-rqt7c-U5dzZH-6JXD1LkmhkwXvKyzmSH0u9MikLoCZcgiMWyf5rsGBX6osnGlUmvEqP5VseTGrw5DuYDg38McqAKt4.tloNy.yD55SB.lf4s1yjIEWAk9gR8meev7ljZBDSRIR9H-Z.sW-2slOC.LVy9vg1vCrks-Bewvc1ehd1CyifiWcA4fMU8q7XV3e7csjS28KCy-LCAyeOWqE30EbfFiQbzjD0wdKsnK2hO2aQbVqbpNTeEGDydtDPbGvCNBVOQq7R6KoRMIH8t.pR8Qp3nyyayyDKv3b5k4uy2Am5MPaPT1f8qtMQEzBp49whGvozBXVuPbMKW5kK.JYRRAFYOOmEltAtGzYCfvNnuQliRjaga6vpWgGVvChX.78ggGd0EQrdkOw.U.B5mb2kXDpvUrtVRyJoAIZs2maPc4Ya1.ww9-dYM5mKHI9lCaAHUnVkCIQzjMenVetnIx4HIvmKWfbwG6GI9q-61jFTmr1pYpcw4kMa.eP8WwUKUk6o4Y3.xw7O8yZgX5K2jo4v3pKUy2OY1mNsGZGeR.zBB15Y9qUGMEDII4gvi-0w8dEQeBhPdt.lRsScCY00uUdBwD6tX34x8Xo-yR2dCHajrreFgxpvwo0nSgjtPJOB6Zn.i0bzrJB84glXn9kQe8Nq-TM5jTS5R0HAPqOdrJU.hNi4KaxPCAHA3kFexx1c2hf.4Ui6lAxRbijEgPFQaviqsw9jikb2bU5CcILfG9LUVQ1gFqWjoIKSVsgdnQh2o663hYdFsnVIahIK5ZNVL5McHVeeANtYmrOXb2gghkscYp78X69SZ1hKDIAklD6ZEpeieXkGOfee5M5bVF5Cal3znuBUQMMr10l3Pexyl2gLcfd5qe2PwXod64j5NuaVSgQ3kk&v=4&ap=3&rp=3&idx=12","https://cbu01.alicdn.com/img/ibank/O1CN01sv2ELk1t7BVArGvK0_!!3446845854-0-cib.jpg","8350","96.52%","96.11%","92.95%","1.35%","0%","供应商","4.0","51%","2.5","2.0","4.0","4.0","2.0","有限责任公司","7年","生产厂家","广东 深圳市宝安区 深圳市宝安区","中国广东深圳福田区南园街道滨江社区东园路150号玉福楼住宅楼4A","18681446862","15815","2017/10/10","3000m²","51 - 100 人"
"深圳市福田区赛格康乐通信市场深米迪通讯行","适用苹果镜头保护膜iPhone15promax镜头圈 鹰眼镜头膜金属15","¥0.39","https://detail.1688.com/offer/608963994640.html","https://cbu01.alicdn.com/O1CN016kTkCP1Bs2hmbrSoi_!!0-0-cib.jpg","282","100%","97.93%","88.7%","0%","0%","","5.0","58%","4.5","5.0","3.0","5.0","4.0","个体经营","9年","经销批发","广东 深圳市 深圳市","中国广东深圳福田区华强北街道华强路康乐大厦四楼4D05号","13798296001","10000","2014/04/08","","51 - 100 人"
"深圳市新艺盛电子商务有限公司","适用苹果15镜头膜iPhone14Pro鹰眼镜头保护膜13pro手机12镜头膜","¥0.80","https://detail.1688.com/offer/771389312286.html","https://cbu01.alicdn.com/O1CN01dAHLhj1WW9vzd5kjm_!!2217118372795-0-cib.jpg","18","100%","100%","68.75%","0%","0%","","5.0","100%","4.5","5.0","5.0","5.0","5.0","有限责任公司","1年","","广东 深圳市 深圳市","中国广东深圳罗湖区南湖街道罗湖社区南湖路1009号铂金时代公寓2813","18128871397","3000","2022/01/03","",""
